ID	Label
W-5541	Human
W-5548	Human
W-5560	Human
W-5565	Human
W-5571	Human
W-5580	Human
W-5584	Human
W-5587	Human
W-5598	Human
W-5607	Human
W-5613	Human
W-5618	Human
W-5629	Human
W-5649	Human
W-5655	Human
W-5668	Human
W-5676	Human
W-5696	Human
W-5722	Human
W-5723	Human
W-5730	Human
W-5791	Human
W-5808	Human
W-5822	Human
W-5824	Human
W-5840	Human
W-5853	Human
W-5856	Human
W-5865	Human
W-5866	Human
W-5877	Human
W-5883	Human
W-5934	Human
W-5950	Human
W-5971	Human
W-5973	Human
W-5995	Human
W-6000	Human
W-6007	Human
W-6008	Human
W-6020	Human
W-6034	Human
W-6046	Human
W-6052	Human
W-6057	Human
W-6083	Human
W-6093	Human
W-6100	Human
W-6101	Human
W-6110	Human
W-6120	Human
W-6124	Human
W-6136	Human
W-6151	Human
W-6184	Human
W-6198	Human
W-6212	Human
W-6216	Human
W-6217	Human
W-6218	Human
W-6252	Human
W-6261	Human
W-6277	Human
W-6279	Human
W-6281	Human
W-6299	Human
W-6301	Human
W-6305	Human
W-6307	Human
W-6309	Human
W-6310	Human
W-6317	Human
W-6321	Human
W-6323	Human
W-6330	Human
W-6346	Human
W-6350	Human
W-6357	Human
W-6381	Human
W-6393	Human
W-6407	Human
W-6408	Human
W-6410	Human
W-6412	Human
W-6419	Human
W-6425	Human
W-6430	Human
W-6433	Human
W-6441	Human
W-6442	Human
W-6451	Human
W-6453	Human
W-6469	Human
W-6490	Human
W-6508	Human
W-6514	Human
W-6518	Human
W-6520	Human
W-6524	Human
W-6527	Human
W-6532	Human
W-6533	Human
W-6542	Human
W-6559	Human
W-6579	AI
W-6583	Human
W-6585	Human
W-6593	Human
W-6595	AI
W-6616	Human
W-6632	Human
W-6641	Human
W-6646	Human
W-6647	Human
W-6650	Human
W-6658	Human
W-6662	Human
W-6678	Human
W-6681	Human
W-6683	Human
W-6697	Human
W-6698	Human
W-6701	Human
W-6705	Human
W-6709	Human
W-6722	Human
W-6729	Human
W-6730	Human
W-6735	Human
W-6738	Human
W-6744	Human
W-6755	Human
W-6756	Human
W-6762	Human
W-6763	Human
W-6768	Human
W-6770	Human
W-6772	Human
W-6784	Human
W-6788	Human
W-6794	Human
W-6812	Human
W-6817	Human
W-6831	Human
W-6835	Human
W-6855	Human
W-6857	Human
W-6862	Human
W-6867	Human
W-6873	Human
W-6878	Human
W-6912	Human
W-6921	Human
W-6932	Human
W-6938	Human
W-6941	Human
W-6984	Human
W-6992	Human
W-7005	Human
W-7013	Human
W-7016	Human
W-7028	AI
W-7030	Human
W-7041	Human
W-7059	Human
W-7060	Human
W-7064	Human
W-7073	Human
W-7080	Human
W-7081	Human
W-7099	Human
W-7106	Human
W-7113	Human
W-7118	Human
W-7123	Human
W-7130	Human
W-7147	Human
W-7171	Human
W-7180	Human
W-7198	Human
W-7207	Human
W-7219	Human
W-7221	Human
W-7224	Human
W-7236	Human
W-7239	Human
W-7246	Human
W-7248	Human
W-7265	Human
W-7267	AI
W-7270	Human
W-7284	Human
W-7286	Human
W-7313	Human
W-7315	Human
W-7331	Human
W-7334	Human
W-7377	Human
W-7384	Human
W-7386	Human
W-7406	Human
W-7436	Human
W-7443	Human
W-7450	Human
W-7453	Human
W-7456	Human
W-7466	Human
W-7475	Human
W-7486	Human
W-7490	Human
W-7502	Human
W-7514	Human
W-7515	Human
W-7517	Human
W-7527	Human
W-7531	AI
W-7532	Human
W-7535	Human
W-7542	Human
W-7545	Human
W-7554	Human
W-7559	Human
W-7573	Human
W-7605	Human
W-7616	Human
W-7617	Human
W-7619	Human
W-7620	Human
W-7627	Human
W-7629	Human
W-7641	Human
W-7645	Human
W-7649	Human
W-7654	Human
W-7657	Human
W-7660	Human
W-7667	Human
W-7669	Human
W-7675	Human
W-7682	Human
W-7685	Human
W-7696	Human
W-7700	Human
W-7701	Human
W-7703	Human
W-7722	Human
W-7738	Human
W-7745	Human
W-7755	Human
W-7767	Human
W-7772	Human
W-7779	Human
W-7789	Human
W-7790	Human
W-7795	Human
W-7802	Human
W-7807	Human
W-7810	Human
W-7813	AI
W-7833	Human
W-7842	Human
W-7865	Human
W-7874	AI
W-7876	Human
W-7890	Human
W-7895	Human
W-7913	Human
W-7914	Human
W-7926	Human
W-7944	Human
W-7947	Human
W-7955	Human
W-7966	Human
W-7967	Human
W-7975	Human
W-7978	Human
W-7988	Human
W-7989	Human
W-8001	Human
W-8004	Human
W-8012	Human
W-8027	Human
W-8029	Human
W-8048	Human
W-8056	Human
W-8058	Human
W-8066	AI
W-8070	Human
W-8075	Human
W-8086	Human
W-8094	Human
W-8100	Human
W-8101	Human
W-8104	Human
W-8112	Human
W-8115	Human
W-8123	Human
W-8127	AI
W-8129	Human
W-8139	Human
W-8146	Human
W-8155	Human
W-8168	Human
W-8187	Human
W-8189	Human
W-8211	Human
W-8216	Human
W-8218	Human
W-8222	Human
W-8231	Human
W-8248	Human
W-8253	Human
W-8257	Human
W-8276	Human
W-8279	Human
W-8297	Human
W-8315	Human
W-8320	Human
W-8325	Human
W-8334	Human
W-8336	Human
W-8338	Human
W-8340	Human
W-8362	Human
W-8386	Human
W-8387	Human
W-8407	Human
W-8409	Human
W-8434	Human
W-8437	Human
W-8438	Human
W-8449	Human
W-8452	Human
W-8461	Human
W-8472	Human
W-8474	Human
W-8494	Human
W-8497	AI
W-8506	Human
W-8508	Human
W-8511	Human
W-8512	Human
W-8557	Human
W-8561	Human
W-8574	Human
W-8578	Human
W-8581	Human
W-8585	Human
W-8588	Human
W-8602	Human
W-8610	Human
W-8615	Human
W-8617	Human
W-8618	Human
W-8619	Human
W-8641	Human
W-8645	AI
W-8652	Human
W-8668	Human
W-8669	Human
W-8670	Human
W-8681	Human
W-8701	AI
W-8702	Human
